count_finding_credential,count_finding_identity,count_finding_financial,count_track_confirmed,count_track_possible,sum_base_severity,max_base_severity,source_diversity,avg_confidence,pdss_score_confirmed,pdss_score_possible,scenario_family,target_delta
4.0,0.0,0.0,4.0,1.0,25.51778737579156,8.0,4.0,0.9754210836063001,40.011258334170655,0.015575316820286567,medium_risk_messy,0.04444365322396599
1.0,0.0,0.0,1.0,4.0,7.99372571923236,5.0,2.0,0.9795542149013333,53.55527884179041,19.312640661491187,medium_risk_messy,-0.8555858272066907
1.0,2.0,2.0,5.0,2.0,13.956118989908987,10.0,2.0,0.6125253169822235,71.73181822719722,16.84569549189997,high_risk_target,0.6433315063525828
11.0,1.0,0.0,12.0,1.0,16.44948388743063,8.0,1.0,0.88453678109946,72.70204442119109,15.803510810624113,high_risk_target,2.91220718353033
1.0,0.0,1.0,2.0,3.0,9.605999819638209,8.0,3.0,0.7888859700647797,39.92694074557947,2.391884918766034,medium_risk_messy,1.945927067511575
2.0,2.0,0.0,4.0,3.0,10.641409874413363,8.0,3.0,0.6812244898939077,86.87290787020558,18.85707141115962,high_risk_target,6.591190927791883
1.0,4.0,0.0,5.0,1.0,7.202595706706582,5.0,2.0,0.6440207698110707,56.77676995469933,4.558703250838834,medium_risk_messy,2.547467240279112
0.0,0.0,0.0,0.0,1.0,4.059542899312162,2.0,3.0,0.6673164168691722,16.022682581263258,4.375284391461404,low_risk_casual,-2.5839053416512403
1.0,0.0,0.0,1.0,2.0,5.187922388827612,5.0,1.0,0.9906459823330611,7.406281885158036,8.220740266364626,low_risk_casual,-2.1601746707049783
0.0,0.0,0.0,0.0,2.0,3.356665861679029,2.0,3.0,0.9212559025519583,14.683582808326891,9.406012688920768,low_risk_casual,-2.482760263288425
5.0,0.0,2.0,7.0,1.0,22.110850213580967,8.0,4.0,0.7546941385202149,75.36279174897842,18.73459977473469,high_risk_target,4.223471202046772
0.0,0.0,0.0,0.0,4.0,5.488630702374704,5.0,4.0,0.8233173814428391,20.873531980352464,17.652726863786793,low_risk_casual,-3.7710247476576972
6.0,0.0,0.0,6.0,4.0,9.821835552880858,8.0,2.0,0.8767580790770773,56.956625655812374,13.039225190052012,medium_risk_messy,1.4690021297600913
1.0,0.0,0.0,1.0,2.0,7.2920815360351,5.0,3.0,0.7001847274422337,22.32511569169687,11.797416951210877,low_risk_casual,-3.908994523922841
7.0,2.0,1.0,10.0,4.0,12.02335510645365,8.0,3.0,0.9854479908357011,88.21375753058743,17.060189109347203,high_risk_target,3.30641256386319
2.0,1.0,1.0,4.0,2.0,15.493043189503972,5.0,1.0,0.9394679179698697,36.2675615284608,2.7324266288405763,medium_risk_messy,-3.0296944493717293
10.0,4.0,1.0,15.0,4.0,9.806754400351632,8.0,3.0,0.6508242050607539,73.96794054397381,10.444865201096087,high_risk_target,3.5693925814800638
2.0,0.0,0.0,2.0,2.0,2.5443119395829132,0.0,3.0,0.7755885682822544,20.985366323015814,1.5691276268453191,low_risk_casual,-0.6408045021306483
0.0,0.0,0.0,0.0,0.0,12.338108158381944,0.0,3.0,0.7000971592658382,12.849434248203233,10.984533294122409,low_risk_casual,-0.10923661982486554
1.0,1.0,0.0,2.0,1.0,12.090909238783567,5.0,1.0,0.7367518666865607,21.901179496854557,1.8359813162688376,low_risk_casual,0.5328137107457498
0.0,2.0,0.0,2.0,2.0,5.24626070635654,5.0,2.0,0.8540374603470575,44.74847625350497,0.9060801954408904,medium_risk_messy,2.882546578132231
11.0,5.0,0.0,16.0,0.0,10.496025058278772,10.0,3.0,0.7346216859554906,66.43767359125123,13.114452707614843,high_risk_target,2.1282756976411212
1.0,1.0,0.0,2.0,2.0,2.705960532693676,0.0,1.0,0.7128138290285226,3.5449448286496876,3.5487908755944564,low_risk_casual,-0.5054127897534764
1.0,0.0,0.0,1.0,5.0,16.64222840433816,5.0,2.0,0.7986244762732311,17.416320370317294,7.792361724384069,low_risk_casual,-0.7792594691330703
1.0,0.0,0.0,1.0,4.0,2.975073318114288,0.0,3.0,0.8409763703604476,27.16145929257791,11.074061046916015,low_risk_casual,-2.6851777364612923
1.0,0.0,0.0,1.0,7.0,6.258849630120752,5.0,1.0,0.9287440237161425,13.245915041201311,14.124844543129925,low_risk_casual,-1.5013709167560896
1.0,0.0,0.0,1.0,5.0,9.506212702273128,2.0,2.0,0.882033745718664,25.894155659670115,4.9744830886057585,low_risk_casual,-3.448667590694199
0.0,0.0,0.0,0.0,3.0,2.555985904524187,0.0,4.0,0.7142848345127443,1.6890982704551205,17.371982563789206,low_risk_casual,-5.751557277127886
5.0,4.0,0.0,9.0,4.0,9.649213629493792,8.0,4.0,0.6231455591030829,66.50427319759474,7.890435972162598,high_risk_target,4.383644093450426
4.0,7.0,4.0,15.0,2.0,12.648811621400666,10.0,2.0,0.9242213323127332,72.54729108871857,19.74552258629889,high_risk_target,3.5251410670464347
1.0,0.0,0.0,1.0,3.0,0.29013481922418105,0.0,2.0,0.8766857588675647,24.87492662119543,10.686925500589261,low_risk_casual,-1.3609248422625706
5.0,2.0,1.0,8.0,0.0,11.447421352525474,8.0,2.0,0.9089273566942557,40.74488154098522,10.403270022239868,medium_risk_messy,0.3865561236987717
1.0,1.0,0.0,2.0,5.0,24.677155521719612,5.0,2.0,0.8359670747418533,4.020456853519222,7.844880901994646,low_risk_casual,-0.22787287950769364
2.0,1.0,0.0,3.0,2.0,5.072934836853488,2.0,2.0,0.8483222737688365,28.485618709729263,6.948268164508285,low_risk_casual,-2.2741556420837057
3.0,1.0,0.0,4.0,3.0,28.080068988165173,10.0,1.0,0.6769156075234684,79.22624234409643,0.8173723253295773,high_risk_target,3.9394847632551184
0.0,0.0,0.0,0.0,1.0,4.003130524784957,2.0,3.0,0.6157248559364396,16.03270511197569,15.988207978180853,low_risk_casual,-3.5857456645246883
1.0,0.0,0.0,1.0,3.0,1.1744951559076662,0.0,3.0,0.9696167036429733,11.318578957262178,4.722330662348087,low_risk_casual,-1.6158192387347015
3.0,3.0,1.0,7.0,1.0,12.150164873305435,8.0,1.0,0.6845792027986178,67.27411510904189,6.5499470435582925,high_risk_target,8.19422544504162
2.0,1.0,0.0,3.0,4.0,7.058272367911554,5.0,4.0,0.8583668965326405,2.6076086426227105,11.415566093378239,low_risk_casual,-4.797135147638283
4.0,1.0,1.0,6.0,1.0,10.536289968712152,8.0,4.0,0.9669582452342127,60.547274442850835,0.10600012795210834,high_risk_target,6.125938473381142
6.0,2.0,1.0,9.0,2.0,11.527151109568893,8.0,3.0,0.792456040741927,67.27229197245241,10.651788651031717,high_risk_target,4.702897189985901
4.0,1.0,0.0,5.0,2.0,18.878035355708988,10.0,4.0,0.7634073171743667,74.19498603155677,18.658761341999092,high_risk_target,4.185079724729469
2.0,2.0,0.0,4.0,2.0,9.34392048726173,8.0,2.0,0.8092261699076477,53.858019355796706,7.176609682470049,medium_risk_messy,-0.5404066373550765
6.0,1.0,0.0,7.0,0.0,19.053083419661046,5.0,3.0,0.8922196547237206,36.87076172774389,13.87435214806677,medium_risk_messy,1.8952338753228182
8.0,0.0,1.0,9.0,1.0,17.36871978605844,8.0,4.0,0.841583148829005,52.6390587558035,10.045766949250602,medium_risk_messy,-2.0372388962089745
2.0,0.0,0.0,2.0,3.0,2.754739857325336,0.0,2.0,0.9789133358447262,7.553971767208583,3.067028062321604,low_risk_casual,3.9523938563099454
0.0,0.0,0.0,0.0,5.0,9.2935107492628,5.0,2.0,0.6275686157468875,7.680465955609867,1.546421309775745,low_risk_casual,-3.254837768754954
5.0,4.0,1.0,10.0,2.0,9.271912368513627,8.0,4.0,0.9650997851516515,87.68880695395455,4.964528855143038,high_risk_target,4.009221514137506
1.0,1.0,0.0,2.0,1.0,5.619822801179697,2.0,1.0,0.984428126987782,17.417650508341303,2.973254555062259,low_risk_casual,-3.59822114165053
0.0,0.0,0.0,0.0,3.0,3.0578521490440793,2.0,1.0,0.7510903789760677,9.298107788058328,16.73129626584666,low_risk_casual,-2.3290713160993923
2.0,1.0,0.0,3.0,0.0,7.0350525930288965,5.0,3.0,0.9784461848534531,46.78920993924653,7.466186325595059,medium_risk_messy,1.6664477552414834
0.0,0.0,0.0,0.0,2.0,1.0914834547940693,0.0,3.0,0.6078842151017456,21.479166865421927,2.082171639691477,low_risk_casual,-4.653078032219518
10.0,1.0,0.0,11.0,1.0,6.001015016451364,5.0,4.0,0.8571702254457012,48.99722324732882,14.078922702770189,medium_risk_messy,0.4545228182691359
3.0,1.0,0.0,4.0,3.0,12.170980883783708,8.0,3.0,0.9578208907576365,43.083795874059504,15.997105118946305,medium_risk_messy,1.4959608681238319
1.0,1.0,0.0,2.0,1.0,20.80312081593617,0.0,2.0,0.9602289204945542,12.076501307909416,13.824437152193088,low_risk_casual,-0.0996430409428648
2.0,0.0,0.0,2.0,0.0,5.754222232744238,5.0,3.0,0.960007456739242,14.923946819396717,17.477801551250305,low_risk_casual,-0.9208551871997146
6.0,0.0,0.0,6.0,0.0,15.369859083863787,8.0,1.0,0.7557182456167906,82.14100849279112,5.773874735413997,high_risk_target,7.68262383940027
4.0,1.0,0.0,5.0,0.0,11.429529780130945,8.0,1.0,0.6618688563532945,34.86041633674754,12.466651018099814,medium_risk_messy,-1.767555577728537
2.0,3.0,3.0,8.0,4.0,11.683412884027984,8.0,4.0,0.8167603789513432,77.70692000607261,17.458916717528165,high_risk_target,6.63339703542714
6.0,1.0,0.0,7.0,2.0,13.977052284464428,8.0,1.0,0.6770396111142521,59.980604986975045,2.3056404249456874,medium_risk_messy,1.2373239194198644
6.0,1.0,0.0,7.0,2.0,9.248160105500531,5.0,4.0,0.8157965169501349,32.308596048876275,15.814463296779271,medium_risk_messy,2.0636890789372697
1.0,0.0,0.0,1.0,0.0,3.025737956524795,2.0,2.0,0.9756270794051585,26.102966217027898,15.975664715473307,low_risk_casual,-4.971120746073944
0.0,0.0,0.0,0.0,5.0,14.689088879868327,8.0,2.0,0.6013385448171916,31.127903196187827,9.34621533075305,medium_risk_messy,1.5723498403784046
2.0,4.0,2.0,8.0,5.0,12.567314127517182,10.0,1.0,0.8598586595969473,72.52742327354785,12.154735897577183,high_risk_target,4.095343668730998
0.0,0.0,0.0,0.0,2.0,0.2979150416638424,0.0,3.0,0.6865296092146214,11.522718344737488,10.365207333527843,low_risk_casual,-0.7371074129321245
3.0,1.0,0.0,4.0,4.0,8.23778043344098,5.0,3.0,0.9822605992919013,46.10923268680241,17.24255234530901,medium_risk_messy,4.9076843482914185
0.0,2.0,0.0,2.0,2.0,2.4225972361777925,2.0,4.0,0.6437875440217815,7.579472818826552,17.889598619361347,low_risk_casual,-1.9134566105114195
4.0,4.0,1.0,9.0,0.0,14.003071220370341,8.0,4.0,0.6634420421172295,50.92414385007851,17.61741518397857,medium_risk_messy,2.0609468408716594
2.0,3.0,2.0,7.0,3.0,13.025687639707751,8.0,4.0,0.9274717681999367,65.79398593761879,2.568974361863827,high_risk_target,7.372774824430576
4.0,0.0,1.0,5.0,0.0,5.388156184227962,5.0,2.0,0.9486147224609505,47.4651138052882,19.469779383547937,medium_risk_messy,-0.47270566784871854
1.0,0.0,0.0,1.0,0.0,1.9549288510861509,0.0,3.0,0.9275142573428374,11.508367812168654,5.050174993767644,low_risk_casual,-0.6434011776159181
3.0,0.0,0.0,3.0,0.0,18.126824877174062,8.0,2.0,0.6604231567123601,50.41497906224139,8.646696020852039,medium_risk_messy,-0.09605906142835337
4.0,0.0,0.0,4.0,1.0,2.158145245477775,2.0,1.0,0.885969616080899,9.622282213143823,11.255005726867653,low_risk_casual,3.03109241574845
2.0,2.0,1.0,5.0,3.0,10.668718745581693,10.0,4.0,0.6990159822413501,87.35508104879733,11.168253451663958,high_risk_target,1.6871725890496871
0.0,1.0,0.0,1.0,2.0,10.704311298172465,5.0,2.0,0.7919755338868494,17.707918166568675,12.000410962386074,low_risk_casual,0.04704304493132039
4.0,0.0,0.0,4.0,3.0,5.049094476922816,5.0,4.0,0.6289665088585366,17.127135055324928,10.684844119528902,low_risk_casual,-4.18725789212679
0.0,0.0,0.0,0.0,2.0,7.907697300419646,2.0,3.0,0.6800600976979241,2.3573549146506223,3.349651645181395,low_risk_casual,-1.4489788753034938
7.0,2.0,1.0,10.0,3.0,8.425774499444781,8.0,2.0,0.8373114593240715,47.9242758789579,13.005883717469079,medium_risk_messy,-1.597090631212365
1.0,1.0,0.0,2.0,1.0,5.881732480258414,5.0,2.0,0.8876807113089056,5.463537470660978,4.5690948266259745,low_risk_casual,-4.255654441002612
2.0,1.0,1.0,4.0,1.0,26.97031945758252,5.0,4.0,0.8173202093453154,55.38735876057148,10.279917356174499,medium_risk_messy,1.1285547760534727
1.0,0.0,0.0,1.0,4.0,4.421301080715246,2.0,2.0,0.8526240880370082,26.202697142449818,14.66226044830562,low_risk_casual,-1.196748989017053
4.0,3.0,1.0,8.0,2.0,19.759157113523962,10.0,1.0,0.730076025689878,77.78852554304783,15.469462513732013,high_risk_target,3.6287794378363847
0.0,0.0,0.0,0.0,1.0,4.054925399025834,2.0,2.0,0.6583026272979007,26.511290089822577,8.988676704274754,low_risk_casual,-0.8244740294325039
0.0,0.0,0.0,0.0,3.0,2.956281203238169,0.0,3.0,0.9473085122053034,1.1001428080062892,4.1168242007353655,low_risk_casual,-1.7696964019508326
0.0,1.0,0.0,1.0,0.0,2.6511693999155836,2.0,2.0,0.6720041749890894,6.933927372829398,1.7711116844648278,low_risk_casual,-1.6181244984533685
3.0,3.0,1.0,7.0,0.0,9.840340440068903,8.0,4.0,0.9759279167707366,75.96734966478897,14.657978366826836,high_risk_target,3.2108735351724316
3.0,5.0,0.0,8.0,1.0,21.364527536495864,8.0,2.0,0.9674711187974017,84.92631574025117,12.012190850924721,high_risk_target,6.678369735432624
7.0,5.0,2.0,14.0,2.0,14.974083086146443,10.0,2.0,0.7584690766437021,84.53502648525065,13.909344133797244,high_risk_target,8.630745369653813
1.0,0.0,0.0,1.0,1.0,7.144162199905477,2.0,2.0,0.785397617520229,6.8180888178945445,7.595715603584596,low_risk_casual,-1.8817157554551551
4.0,2.0,2.0,8.0,1.0,13.213164632038758,8.0,4.0,0.981864012013323,75.63702397456004,13.093861628626964,high_risk_target,7.2522340520307615
2.0,0.0,0.0,2.0,4.0,14.322787510162058,8.0,2.0,0.7090496002934135,37.703297031615236,8.27098203050703,medium_risk_messy,-0.26853620671502104
3.0,1.0,1.0,5.0,1.0,13.014029917871762,8.0,3.0,0.6010336059379929,32.61116887762976,12.759704115865953,medium_risk_messy,-0.31844775619342036
1.0,0.0,0.0,1.0,4.0,3.7981142941150203,2.0,4.0,0.9290457274054713,18.32942966552975,8.474765072975256,low_risk_casual,-3.346981248487737
5.0,1.0,2.0,8.0,1.0,10.764441347254708,10.0,4.0,0.6545759010226933,66.95841288347927,13.902891080951875,high_risk_target,5.557988324447604
3.0,0.0,1.0,4.0,1.0,8.447754355319539,8.0,1.0,0.8383002912755827,40.11681398266261,8.023758280779653,medium_risk_messy,-2.874333521484585
1.0,0.0,1.0,2.0,2.0,11.051928352111501,8.0,2.0,0.867794782079276,46.20035743813531,19.88278722442335,medium_risk_messy,-2.444475594151128
5.0,4.0,1.0,10.0,3.0,12.548430664572674,10.0,4.0,0.6080105423703298,60.037100392782285,14.743604500144862,high_risk_target,3.493403551322885
4.0,3.0,0.0,7.0,1.0,11.365973168079003,10.0,1.0,0.7222097242632094,67.89337709732528,7.939630341485668,high_risk_target,6.5786312237092
5.0,1.0,0.0,6.0,5.0,5.421906646003747,5.0,1.0,0.609157529990448,46.19197856279828,3.075822993360622,medium_risk_messy,1.424542979011756
6.0,2.0,0.0,8.0,1.0,10.416719974098125,10.0,4.0,0.986328864461288,62.04516928156481,8.64995756660264,high_risk_target,5.240451266868426
2.0,1.0,0.0,3.0,1.0,2.316561044752657,2.0,3.0,0.6767129822367443,0.5306342883977166,4.235107013309567,low_risk_casual,1.2789773188350053
3.0,0.0,0.0,3.0,3.0,9.324032221469924,8.0,4.0,0.7225014483146447,33.0313743303194,12.47791672583277,medium_risk_messy,-0.19858542008331265
4.0,5.0,1.0,10.0,2.0,12.824099683708484,8.0,1.0,0.6048483098575573,60.5757683046917,4.82402915199083,high_risk_target,4.969380301654009
3.0,0.0,0.0,3.0,2.0,10.50830770079289,8.0,2.0,0.7569574886113898,55.93981176421253,19.124443812978967,medium_risk_messy,1.1585829992021768
2.0,1.0,0.0,3.0,4.0,4.4416438471809485,2.0,2.0,0.8546678728668828,7.6401186613815355,12.278671695201236,low_risk_casual,-1.9359917018684667
